spot_artists,spot_song_name,other_artists,other_song_name,match_found,other_index,spot_index,best_match_score,best_match_artist_match_pct,best_match_name_match_pct
pras,ghetto supastar (that is what you are),,,False,,2397,0.0,0.0,0.0
prince,batdance,,,False,,2398,0.0,0.0,0.0
prince,cream,,,False,,2399,0.0,0.0,0.0
pearl jam,daughter - remastered,,,False,,2304,0.0,0.0,0.0
prince,kiss,,,False,,2400,0.0,0.0,0.0
prince,let's go crazy,,,False,,2401,0.0,0.0,0.0
prince,raspberry beret,,,False,,2402,0.0,0.0,0.0
prince,the most beautiful girl in the world,,,False,,2403,0.0,0.0,0.0
prince,when doves cry,,,False,,2404,0.0,0.0,0.0
petula clark,downtown,,,False,,2301,0.0,0.0,0.0
pop smoke,dior,,,False,,2381,0.0,0.0,0.0
professional,in the city,,,False,,2405,0.0,0.0,0.0
peabo bryson,a whole new world (aladdin's theme),,,False,,2299,0.0,0.0,0.0
pure prairie league,amie - remastered january 1992,,,False,,2407,0.0,0.0,0.0
paula abdul,the promise of a new day,,,False,,2298,0.0,0.0,0.0
queen,a kind of magic - remastered 2011,,,False,,2408,0.0,0.0,0.0
paula abdul,straight up,,,False,,2297,0.0,0.0,0.0
paula abdul,rush rush,,,False,,2296,0.0,0.0,0.0
queen,crazy little thing called love - remastered 2011,,,False,,2411,0.0,0.0,0.0
paula abdul,opposites attract,,,False,,2295,0.0,0.0,0.0
queen,radio ga ga - remastered 2011,,,False,,2415,0.0,0.0,0.0
queen,under pressure - remastered 2011,,,False,,2416,0.0,0.0,0.0
queensryche,silent lucidity - remastered 2003,,,False,,2419,0.0,0.0,0.0
peaches and herb,reunited,,,False,,2300,0.0,0.0,0.0
psy,gangnam style (강남스타일),,,False,,2318,0.0,0.0,0.0
pete seeger,we shall overcome - live,,,False,,2317,0.0,0.0,0.0
pete seeger,if i had a hammer (hammer song),,,False,,2316,0.0,0.0,0.0
pop smoke,for the night,,,False,,2382,0.0,0.0,0.0
porcelain heart,slide - acoustic version,,,False,,2383,0.0,0.0,0.0
portugal. the man,feel it still,,,False,,2384,0.0,0.0,0.0
post malone,better now,,,False,,2385,0.0,0.0,0.0
pet shop boys,west end girls,,,False,,2315,0.0,0.0,0.0
post malone,circles,,,False,,2386,0.0,0.0,0.0
perfect perspectives,a sky full of stars,,,False,,2314,0.0,0.0,0.0
percy sledge,when a man loves a woman,,,False,,2313,0.0,0.0,0.0
post malone,congratulations,,,False,,2387,0.0,0.0,0.0
pearl jam,just breathe,,,False,,2307,0.0,0.0,0.0
post malone,goodbyes,,,False,,2388,0.0,0.0,0.0
post malone,i fall apart,,,False,,2389,0.0,0.0,0.0
post malone,psycho,,,False,,2390,0.0,0.0,0.0
peggy march,i will follow him,,,False,,2311,0.0,0.0,0.0
post malone,rockstar,,,False,,2391,0.0,0.0,0.0
pearl jam,off he goes,,,False,,2310,0.0,0.0,0.0
post malone,sunflower - spider-man: into the spider-verse,,,False,,2392,0.0,0.0,0.0
post malone,white iverson,,,False,,2393,0.0,0.0,0.0
post malone,wow.,,,False,,2394,0.0,0.0,0.0
power trip,executioner's tax (swing of the axe),,,False,,2395,0.0,0.0,0.0
petula clark,my love,,,False,,2309,0.0,0.0,0.0
pearl jam,last kiss,,,False,,2308,0.0,0.0,0.0
percy faith and his orchestra,"the theme from ""a summer place"" - single version",,,False,,2312,0.0,0.0,0.0
mariah carey,vision of love,,,False,,1957,0.0,0.0,0.0
marilyn mccoo,you don't have to be a star (to be in my show),,,False,,1958,0.0,0.0,0.0
mark dinning,teen angel,,,False,,1960,0.0,0.0,0.0
mark knopfler,what it is,,,False,,1961,0.0,0.0,0.0
mark ronson,uptown funk,,,False,,1962,0.0,0.0,0.0
marky mark and the funky bunch,good vibrations,,,False,,1963,0.0,0.0,0.0
maroon 5,animals,,,False,,1964,0.0,0.0,0.0
maroon 5,daylight,,,False,,1965,0.0,0.0,0.0
maroon 5,don't wanna know,,,False,,1966,0.0,0.0,0.0
maroon 5,girls like you - cardi b version,,,False,,1967,0.0,0.0,0.0
neil diamond,sweet caroline,,,False,,2149,0.0,0.0,0.0
maroon 5,one more night,,,False,,1969,0.0,0.0,0.0
maroon 5,payphone,,,False,,1970,0.0,0.0,0.0
maroon 5,she will be loved,,,False,,1971,0.0,0.0,0.0
maroon 5,sugar,,,False,,1972,0.0,0.0,0.0
marshmello,friends,,,False,,1974,0.0,0.0,0.0
marshmello,happier,,,False,,1975,0.0,0.0,0.0
marshmello,silence,,,False,,1977,0.0,0.0,0.0
martika,toy soldiers,,,False,,1978,0.0,0.0,0.0
martin carthy,scarborough fair,,,False,,1979,0.0,0.0,0.0
martin garrix,animals,,,False,,1980,0.0,0.0,0.0
maroon 5,moves like jagger,,,False,,1968,0.0,0.0,0.0
manfred mann,do wah diddy diddy,,,False,,1933,0.0,0.0,0.0
marco pieri,swan lake op. 20 act 2 no. 10 scene (moderato) - guitar transcription,,,False,,1934,0.0,0.0,0.0
marco pieri experience,friends,,,False,,1935,0.0,0.0,0.0
marco pieri experience,"suite, pt. 5 (sunset blue-s)",,,False,,1936,0.0,0.0,0.0
marco pieri experience,three dogs in the sun,,,False,,1937,0.0,0.0,0.0
marco pieri experience,to my father,,,False,,1938,0.0,0.0,0.0
marcy playground,sex & candy,,,False,,1939,0.0,0.0,0.0
mariah carey,always be my baby,,,False,,1941,0.0,0.0,0.0
mariah carey,don't forget about us - radio edit,,,False,,1942,0.0,0.0,0.0
mariah carey,dreamlover,,,False,,1943,0.0,0.0,0.0
mariah carey,touch my body,,,False,,1956,0.0,0.0,0.0
mariah carey,fantasy,,,False,,1945,0.0,0.0,0.0
mariah carey,heartbreaker,,,False,,1946,0.0,0.0,0.0
mariah carey,hero,,,False,,1947,0.0,0.0,0.0
mariah carey,honey,,,False,,1948,0.0,0.0,0.0
mariah carey,i don't wanna cry,,,False,,1949,0.0,0.0,0.0
mariah carey,"i'll be there - live at mtv unplugged, kaufman astoria studios, new york - march 1992",,,False,,1950,0.0,0.0,0.0
mariah carey,love takes time,,,False,,1951,0.0,0.0,0.0
mariah carey,my all,,,False,,1952,0.0,0.0,0.0
mariah carey,one sweet day,,,False,,1953,0.0,0.0,0.0
mariah carey,someday,,,False,,1954,0.0,0.0,0.0
mariah carey,thank god i found you,,,False,,1955,0.0,0.0,0.0
mariah carey,emotions,,,False,,1944,0.0,0.0,0.0
matthew wilder,break my stride,,,False,,2007,0.0,0.0,0.0
maureen mcgovern,the morning after - single version,,,False,,2008,0.0,0.0,0.0
maurice williams,stay,,,False,,2009,0.0,0.0,0.0
mc hammer,u can't touch this,,,False,,2012,0.0,0.0,0.0
mcfadden and whitehead,ain't no stoppin' us now - single version,,,False,,2013,0.0,0.0,0.0
meat loaf,bat out of hell,,,False,,2014,0.0,0.0,0.0
meat loaf,i'd do anything for love (but i won't do that) - single edit,,,False,,2015,0.0,0.0,0.0
meat loaf,paradise by the dashboard light,,,False,,2016,0.0,0.0,0.0
michael buble,haven't met you yet,,,False,,2017,0.0,0.0,0.0
meco,star wars theme/cantina band,,,False,,2018,0.0,0.0,0.0
martin garrix,in the name of love,,,False,,1981,0.0,0.0,0.0
megadeth,holy wars...the punishment due,,,False,,2020,0.0,0.0,0.0
megan davies,blank space / jealous (acoustic mashup),,,False,,2023,0.0,0.0,0.0
megan davies,"see you again, love me like you do, sugar - acoustic mashup",,,False,,2024,0.0,0.0,0.0
megan davies,sign of the times [acoustic cover],,,False,,2025,0.0,0.0,0.0
megan davies,summertime sadness (acoustic cover) feat. keelan donovan,,,False,,2026,0.0,0.0,0.0
megan davies,take me to church (acoustic cover) feat. matt wright,,,False,,2027,0.0,0.0,0.0
megan thee stallion,hiss,,,False,,2028,0.0,0.0,0.0
megan thee stallion,savage remix,,,False,,2029,0.0,0.0,0.0
meghan trainor,all about that bass,,,False,,2030,0.0,0.0,0.0
meghan trainor,like i'm gonna lose you,,,False,,2031,0.0,0.0,0.0
meek mill,going bad,,,False,,2019,0.0,0.0,0.0
martin garrix,scared to be lonely,,,False,,1982,0.0,0.0,0.0
martina mcbride,independence day,,,False,,1983,0.0,0.0,0.0
marty robbins,el paso,,,False,,1984,0.0,0.0,0.0
p!nk,raise your glass,,,False,,1986,0.0,0.0,0.0
marvin gaye,got to give it up - pt. 1,,,False,,1987,0.0,0.0,0.0
marvin gaye,i heard it through the grapevine,,,False,,1988,0.0,0.0,0.0
marvin gaye,let's get it on,,,False,,1989,0.0,0.0,0.0
marvin gaye,sexual healing,,,False,,1990,0.0,0.0,0.0
mary ann redmond,rikki don't lose that number,,,False,,1991,0.0,0.0,0.0
mary j. blige,family affair,,,False,,1992,0.0,0.0,0.0
matt johnson,your song - acoustic live lounge,,,False,,2006,0.0,0.0,0.0
mary wells,my guy,,,False,,1994,0.0,0.0,0.0
matchbox twenty,3am,,,False,,1996,0.0,0.0,0.0
matchbox twenty,bent,,,False,,1997,0.0,0.0,0.0
matchbox twenty,push,,,False,,1998,0.0,0.0,0.0
matt johnson,havana - acoustic,,,False,,1999,0.0,0.0,0.0
matt johnson,how deep is your love - acoustic,,,False,,2000,0.0,0.0,0.0
matt johnson,human nature - acoustic,,,False,,2001,0.0,0.0,0.0
p!nk,so what,,,False,,2002,0.0,0.0,0.0
matt johnson,i feel it coming - acoustic live lounge,,,False,,2003,0.0,0.0,0.0
matt johnson,say you won't let go - acoustic,,,False,,2004,0.0,0.0,0.0
matt johnson,stand by me - acoustic,,,False,,2005,0.0,0.0,0.0
mary macgregor,torn between two lovers,,,False,,1993,0.0,0.0,0.0
lofi yabbadoo music,snow on the sahara,,,False,,1855,0.0,0.0,0.0
lofi yabbadoo music,soft moonlight glow,,,False,,1856,0.0,0.0,0.0
lofi yabbadoo music,soft piano & rain,,,False,,1857,0.0,0.0,0.0
lofi yabbadoo music,wanted dead or alive - lofi cover version,,,False,,1858,0.0,0.0,0.0
lofi yabbadoo music,waves of serenity,,,False,,1859,0.0,0.0,0.0
lofi yabbadoo music,wrecking ball - lofi cover version,,,False,,1860,0.0,0.0,0.0
lofi yabbadoo music,you gotta be,,,False,,1861,0.0,0.0,0.0
loggins and messina,danny's song,,,False,,1862,0.0,0.0,0.0
logic,1-800-273-8255,,,False,,1863,0.0,0.0,0.0
londonbeat,i've been thinking about you,,,False,,1864,0.0,0.0,0.0
mandoki soulmates,blood in the water,,,False,,1932,0.0,0.0,0.0
looking glass,brandy (you're a fine girl),,,False,,1866,0.0,0.0,0.0
lord huron,the night we met,,,False,,1867,0.0,0.0,0.0
lorne greene,ringo,,,False,,1870,0.0,0.0,0.0
los del rio,macarena - bayside boys remix,,,False,,1871,0.0,0.0,0.0
los lobos,la bamba,,,False,,1872,0.0,0.0,0.0
lost frequencies,crazy - acoustic version,,,False,,1873,0.0,0.0,0.0
lost frequencies,where are you now,,,False,,1874,0.0,0.0,0.0
lotte kestner,halo,,,False,,1875,0.0,0.0,0.0
lou bega,mambo no. 5 (a little bit of...),,,False,,1876,0.0,0.0,0.0
lou christie,lightning strikes (original mix),,,False,,1877,0.0,0.0,0.0
lonestar,amazed,,,False,,1865,0.0,0.0,0.0
lofi music dea channel,what's up,,,False,,1832,0.0,0.0,0.0
lofi music dea channel,with or without you,,,False,,1833,0.0,0.0,0.0
lofi music dea channel,zombie,,,False,,1834,0.0,0.0,0.0
lofi yabbadoo music,(sittin' on) the dock of the bay - lofi cover version,,,False,,1835,0.0,0.0,0.0
lofi yabbadoo music,animals,,,False,,1836,0.0,0.0,0.0
lofi yabbadoo music,attention,,,False,,1837,0.0,0.0,0.0
lofi yabbadoo music,come as you are - lofi cover version,,,False,,1838,0.0,0.0,0.0
lofi yabbadoo music,come undome (come undone),,,False,,1839,0.0,0.0,0.0
lofi yabbadoo music,diamonds,,,False,,1840,0.0,0.0,0.0
lofi yabbadoo music,don't know why - lofi cover version,,,False,,1841,0.0,0.0,0.0
lofi yabbadoo music,smart clouds,,,False,,1854,0.0,0.0,0.0
lofi yabbadoo music,feel it still - lofi cover version,,,False,,1843,0.0,0.0,0.0
lofi yabbadoo music,floating in the clouds,,,False,,1844,0.0,0.0,0.0
lofi yabbadoo music,halo,,,False,,1845,0.0,0.0,0.0
lofi yabbadoo music,human,,,False,,1846,0.0,0.0,0.0
lofi yabbadoo music,in the end - lofi cover version,,,False,,1847,0.0,0.0,0.0
lofi yabbadoo music,lullaby - lofi cover version,,,False,,1848,0.0,0.0,0.0
lofi yabbadoo music,mad about you - lofi cover version,,,False,,1849,0.0,0.0,0.0
lofi yabbadoo music,moonlit thoughts,,,False,,1850,0.0,0.0,0.0
lofi yabbadoo music,night drive lofi,,,False,,1851,0.0,0.0,0.0
lofi yabbadoo music,numb,,,False,,1852,0.0,0.0,0.0
lofi yabbadoo music,rolling in the deep - lofi cover version,,,False,,1853,0.0,0.0,0.0
lofi yabbadoo music,dune mosse,,,False,,1842,0.0,0.0,0.0
madcon,beggin (original version),,,False,,1909,0.0,0.0,0.0
madilyn bailey,crazy - live sessions,,,False,,1910,0.0,0.0,0.0
madness,our house,,,False,,1911,0.0,0.0,0.0
madonna,crazy for you,,,False,,1912,0.0,0.0,0.0
madonna,justify my love,,,False,,1913,0.0,0.0,0.0
madonna,like a virgin,,,False,,1915,0.0,0.0,0.0
madonna,live to tell,,,False,,1916,0.0,0.0,0.0
madonna,music,,,False,,1918,0.0,0.0,0.0
madonna,open your heart,,,False,,1919,0.0,0.0,0.0
madonna,papa don't preach,,,False,,1920,0.0,0.0,0.0
lou rawls,you'll never find another love like mine,,,False,,1878,0.0,0.0,0.0
madonna,this used to be my playground,,,False,,1922,0.0,0.0,0.0
madonna,vogue,,,False,,1923,0.0,0.0,0.0
madonna,who's that girl,,,False,,1924,0.0,0.0,0.0
magic!,rude,,,False,,1925,0.0,0.0,0.0
mahmut orhan,feel - radio edit,,,False,,1926,0.0,0.0,0.0
maisie peters,"i'll be there for you - recorded at metropolis studios, london",,,False,,1927,0.0,0.0,0.0
major lazer,cold water,,,False,,1928,0.0,0.0,0.0
major lazer,lean on,,,False,,1929,0.0,0.0,0.0
major lazer,sua cara,,,False,,1930,0.0,0.0,0.0
malvina reynolds,little boxes,,,False,,1931,0.0,0.0,0.0
madonna,take a bow,,,False,,1921,0.0,0.0,0.0
louis armstrong,"hello, dolly!",,,False,,1881,0.0,0.0,0.0
louis prima,pennies from heaven,,,False,,1883,0.0,0.0,0.0
lounge music cafe dea channel,etherial world,,,False,,1884,0.0,0.0,0.0
lovella,god rest ye merry gentleman,,,False,,1885,0.0,0.0,0.0
loverboy,turn me loose,,,False,,1886,0.0,0.0,0.0
loverboy,working for the weekend,,,False,,1887,0.0,0.0,0.0
ludacris,how low,,,False,,1888,0.0,0.0,0.0
ludacris,money maker,,,False,,1889,0.0,0.0,0.0
ludacris,stand up,,,False,,1890,0.0,0.0,0.0
ludacris,what's your fantasy (featuring shawna),,,False,,1891,0.0,0.0,0.0
macy gray,i try,,,False,,1908,0.0,0.0,0.0
lukas graham,7 years,,,False,,1893,0.0,0.0,0.0
lulu,to sir with love,,,False,,1894,0.0,0.0,0.0
lupe fiasco,the show goes on,,,False,,1895,0.0,0.0,0.0
luther vandross,never too much,,,False,,1896,0.0,0.0,0.0
m,pop muzik - 12 inch version,,,False,,1899,0.0,0.0,0.0
mac davis,baby don't get hooked on me,,,False,,1902,0.0,0.0,0.0
mac miller,self care,,,False,,1903,0.0,0.0,0.0
machine head,davidian,,,False,,1904,0.0,0.0,0.0
macklemore,can't hold us,,,False,,1905,0.0,0.0,0.0
macklemore and ryan lewis,same love,,,False,,1906,0.0,0.0,0.0
macklemore and ryan lewis,thrift shop,,,False,,1907,0.0,0.0,0.0
luis fonsi,despacito - remix,,,False,,1892,0.0,0.0,0.0
new kids on the block,hangin' tough,,,False,,2168,0.0,0.0,0.0
new kids on the block,i'll be loving you (forever),,,False,,2169,0.0,0.0,0.0
new kids on the block,step by step,,,False,,2170,0.0,0.0,0.0
new vaudeville band,winchester cathedral,,,False,,2172,0.0,0.0,0.0
next,too close,,,False,,2173,0.0,0.0,0.0
nf,let you down,,,False,,2174,0.0,0.0,0.0
niall horan,slow hands,,,False,,2175,0.0,0.0,0.0
nick drake,road,,,False,,2176,0.0,0.0,0.0
nick gilder,hot child in the city,,,False,,2177,0.0,0.0,0.0
nick jonas,jealous,,,False,,2178,0.0,0.0,0.0
meghan trainor,lips are movin,,,False,,2032,0.0,0.0,0.0
nickelback,photograph,,,False,,2181,0.0,0.0,0.0
nicki minaj,moment 4 life,,,False,,2184,0.0,0.0,0.0
nicki minaj,only,,,False,,2185,0.0,0.0,0.0
nicki minaj,super freaky girl,,,False,,2188,0.0,0.0,0.0
nicky romero,toulouse - radio mix,,,False,,2189,0.0,0.0,0.0
nico and vinz,am i wrong,,,False,,2190,0.0,0.0,0.0
nino tempo and april stevens,deep purple,,,False,,2192,0.0,0.0,0.0
noah reid,"simply the best (from ""schitt's creek"")",,,False,,2200,0.0,0.0,0.0
norman greenbaum,spirit in the sky - deluxe edition,,,False,,2202,0.0,0.0,0.0
novos baianos,misterio do planeta,,,False,,2203,0.0,0.0,0.0
nickelback,animals - 2020 remaster,,,False,,2179,0.0,0.0,0.0
napalm death,you suffer,,,False,,2139,0.0,0.0,0.0
narciso yepes,giochi proibiti,,,False,,2140,0.0,0.0,0.0
nas,if i ruled the world (imagine that),,,False,,2141,0.0,0.0,0.0
nas,you owe me,,,False,,2142,0.0,0.0,0.0
natalie la rose,somebody,,,False,,2144,0.0,0.0,0.0
ne-yo,so sick,,,False,,2146,0.0,0.0,0.0
neil diamond,cracklin' rosie,,,False,,2147,0.0,0.0,0.0
neil diamond,song sung blue,,,False,,2148,0.0,0.0,0.0
neil sedaka,bad blood,,,False,,2150,0.0,0.0,0.0
neil sedaka,breaking up is hard to do,,,False,,2151,0.0,0.0,0.0
neurosis,locust star,,,False,,2167,0.0,0.0,0.0
neil young,old man,,,False,,2154,0.0,0.0,0.0
nelly,air force ones,,,False,,2155,0.0,0.0,0.0
nelly,country grammar (hot shit),,,False,,2156,0.0,0.0,0.0
nelly,e.i.,,,False,,2158,0.0,0.0,0.0
nelly,grillz,,,False,,2159,0.0,0.0,0.0
nelly,just a dream,,,False,,2161,0.0,0.0,0.0
nelly,ride wit me,,,False,,2162,0.0,0.0,0.0
nelly furtado,crazy - radio 1 live lounge session,,,False,,2163,0.0,0.0,0.0
nelson,(can't live without your) love and affection - remastered 2017,,,False,,2164,0.0,0.0,0.0
neon trees,animal,,,False,,2165,0.0,0.0,0.0
neon trees,everybody talks,,,False,,2166,0.0,0.0,0.0
neil sedaka,laughter in the rain,,,False,,2152,0.0,0.0,0.0
onerepublic,all the right moves,,,False,,2231,0.0,0.0,0.0
onerepublic,good life,,,False,,2233,0.0,0.0,0.0
onerepublic,secrets,,,False,,2234,0.0,0.0,0.0
opeth,deliverance,,,False,,2235,0.0,0.0,0.0
orange doors,sip,,,False,,2236,0.0,0.0,0.0
os paralamas do sucesso,aonde quer que eu va,,,False,,2237,0.0,0.0,0.0
osaka popstar,shaolin monkeys,,,False,,2238,0.0,0.0,0.0
outkast,roses,,,False,,2242,0.0,0.0,0.0
outkast,"so fresh, so clean",,,False,,2243,0.0,0.0,0.0
outkast,the way you move,,,False,,2244,0.0,0.0,0.0
oasis,champagne supernova - remastered,,,False,,2204,0.0,0.0,0.0
ozzy osbourne,bark at the moon,,,False,,2247,0.0,0.0,0.0
p!nk,blow me (one last kiss),,,False,,2249,0.0,0.0,0.0
p!nk,f**kin' perfect,,,False,,2250,0.0,0.0,0.0
p!nk,just give me a reason,,,False,,2251,0.0,0.0,0.0
p!nk,"just like fire (from the original motion picture ""alice through the looking glass"")",,,False,,2252,0.0,0.0,0.0
p!nk,try,,,False,,2253,0.0,0.0,0.0
p.m. dawn,set adrift on memory bliss (re-recorded),,,False,,2254,0.0,0.0,0.0
panic! at the disco,high hopes,,,False,,2255,0.0,0.0,0.0
paper lace,the night chicago died,,,False,,2258,0.0,0.0,0.0
paramore,decode - acoustic version,,,False,,2260,0.0,0.0,0.0
owl city,good time,,,False,,2246,0.0,0.0,0.0
obituary,chopped in half,,,False,,2206,0.0,0.0,0.0
october surprise,semi-charmed life,,,False,,2207,0.0,0.0,0.0
odetta,gallows pole,,,False,,2208,0.0,0.0,0.0
of monsters and men,circles,,,False,,2209,0.0,0.0,0.0
offset,clout,,,False,,2211,0.0,0.0,0.0
offset,ric flair drip (with metro boomin),,,False,,2212,0.0,0.0,0.0
ohio players,fire,,,False,,2213,0.0,0.0,0.0
ohio players,love rollercoaster,,,False,,2214,0.0,0.0,0.0
oliver anthony music,rich men north of richmond,,,False,,2215,0.0,0.0,0.0
olivia newton-john,have you never been mellow,,,False,,2216,0.0,0.0,0.0
one direction,story of my life,,,False,,2229,0.0,0.0,0.0
olivia newton-john,magic,,,False,,2218,0.0,0.0,0.0
olivia newton-john,physical,,,False,,2219,0.0,0.0,0.0
olivia rodrigo,deja vu,,,False,,2220,0.0,0.0,0.0
olivia rodrigo,drivers license,,,False,,2221,0.0,0.0,0.0
olivia rodrigo,good 4 u,,,False,,2222,0.0,0.0,0.0
olivia rodrigo,vampire,,,False,,2223,0.0,0.0,0.0
omarion,post to be,,,False,,2224,0.0,0.0,0.0
omi,cheerleader - felix jaehn remix radio edit,,,False,,2225,0.0,0.0,0.0
one direction,drag me down,,,False,,2226,0.0,0.0,0.0
one direction,night changes,,,False,,2227,0.0,0.0,0.0
one direction,perfect,,,False,,2228,0.0,0.0,0.0
olivia newton-john,"i love you, i honestly love you",,,False,,2217,0.0,0.0,0.0
michael jackson,smooth criminal - 2012 remaster,,,False,,2066,0.0,0.0,0.0
michael jackson,the way you make me feel - 2012 remaster,,,False,,2067,0.0,0.0,0.0
michael jackson,they don't care about us,,,False,,2068,0.0,0.0,0.0
michael jackson,you are not alone,,,False,,2070,0.0,0.0,0.0
midnight oil,beds are burning - remastered,,,False,,2072,0.0,0.0,0.0
migos,bad and boujee,,,False,,2073,0.0,0.0,0.0
migos,motorsport,,,False,,2074,0.0,0.0,0.0
migos,slippery,,,False,,2075,0.0,0.0,0.0
miguel,adorn,,,False,,2076,0.0,0.0,0.0
mike + the mechanics,the living years - 2014 remastered,,,False,,2077,0.0,0.0,0.0
nando reis,all star - ao vivo,,,False,,2138,0.0,0.0,0.0
mike jones,still tippin',,,False,,2079,0.0,0.0,0.0
ministry,just one fix,,,False,,2080,0.0,0.0,0.0
mike posner,cooler than me - single mix,,,False,,2081,0.0,0.0,0.0
mike posner,i took a pill in ibiza - seeb remix,,,False,,2082,0.0,0.0,0.0
mike will made-it,23,,,False,,2083,0.0,0.0,0.0
miley cyrus,flowers,,,False,,2084,0.0,0.0,0.0
miley cyrus,we can't stop,,,False,,2086,0.0,0.0,0.0
miley cyrus,wrecking ball,,,False,,2087,0.0,0.0,0.0
milky chance,save your tears (acoustic),,,False,,2088,0.0,0.0,0.0
motley crue,kickstart my heart,,,False,,2090,0.0,0.0,0.0
mike davis project,drinkin jack,,,False,,2078,0.0,0.0,0.0
melanie,brand new key,,,False,,2033,0.0,0.0,0.0
melvins,night goat,,,False,,2034,0.0,0.0,0.0
men at work,who can it be now?,,,False,,2036,0.0,0.0,0.0
mercyme,i can only imagine,,,False,,2038,0.0,0.0,0.0
mfsb,tsop (the sound of philadelphia),,,False,,2042,0.0,0.0,0.0
miami sound machine,anything for you,,,False,,2046,0.0,0.0,0.0
michael bolton,how am i supposed to live without you,,,False,,2047,0.0,0.0,0.0
michael bolton,when a man loves a woman,,,False,,2048,0.0,0.0,0.0
paul young,everytime you go away,,,False,,2049,0.0,0.0,0.0
michael calfan,resurrection - axwell's recut radio version,,,False,,2050,0.0,0.0,0.0
michael jackson,rock with you - single version,,,False,,2065,0.0,0.0,0.0
michael gilas,can't hide beautiful (pop mix),,,False,,2052,0.0,0.0,0.0
michael gilas,this is the last time,,,False,,2053,0.0,0.0,0.0
michael jackson,bad,,,False,,2054,0.0,0.0,0.0
michael jackson,ben - single version,,,False,,2056,0.0,0.0,0.0
michael jackson,black or white - single version,,,False,,2058,0.0,0.0,0.0
michael jackson,dirty diana - 2012 remaster,,,False,,2059,0.0,0.0,0.0
michael jackson,don't stop 'til you get enough,,,False,,2060,0.0,0.0,0.0
michael jackson,i just can't stop loving you - 2012 remaster,,,False,,2061,0.0,0.0,0.0
michael jackson,man in the mirror - 2012 remaster,,,False,,2062,0.0,0.0,0.0
michael jackson,off the wall,,,False,,2063,0.0,0.0,0.0
michael jackson,remember the time,,,False,,2064,0.0,0.0,0.0
michael damian,rock on - ver. 09,,,False,,2051,0.0,0.0,0.0
monica,the first night,,,False,,2116,0.0,0.0,0.0
monica,why i love you so much,,,False,,2117,0.0,0.0,0.0
montell jordan,this is how we do it,,,False,,2118,0.0,0.0,0.0
morgan wallen,last night,,,False,,2119,0.0,0.0,0.0
motley crue,dr. feelgood,,,False,,2120,0.0,0.0,0.0
motley crue,"girls, girls, girls",,,False,,2121,0.0,0.0,0.0
motley crue,home sweet home,,,False,,2122,0.0,0.0,0.0
mountain,mississippi queen,,,False,,2123,0.0,0.0,0.0
mr. big,to be with you,,,False,,2124,0.0,0.0,0.0
mr. mister,broken wings,,,False,,2125,0.0,0.0,0.0
milli vanilli,baby don't forget my number,,,False,,2091,0.0,0.0,0.0
mr. probz,waves - robin schulz radio edit,,,False,,2127,0.0,0.0,0.0
mrs. henry,"hope, keep on rising",,,False,,2128,0.0,0.0,0.0
ms. lauryn hill,doo wop (that thing),,,False,,2129,0.0,0.0,0.0
ms. lauryn hill,ex-factor,,,False,,2130,0.0,0.0,0.0
my dying bride,the cry of mankind,,,False,,2132,0.0,0.0,0.0
my silent bravery,every man for themself,,,False,,2133,0.0,0.0,0.0
mystikal,danger (been so long),,,False,,2134,0.0,0.0,0.0
n.w.a.,fuck tha police,,,False,,2135,0.0,0.0,0.0
n.w.a.,straight outta compton,,,False,,2136,0.0,0.0,0.0
nancy sinatra,these boots are made for walkin',,,False,,2137,0.0,0.0,0.0
mr. mister,kyrie - single version,,,False,,2126,0.0,0.0,0.0
milli vanilli,blame it on the rain,,,False,,2092,0.0,0.0,0.0
milli vanilli,girl you know it's true,,,False,,2093,0.0,0.0,0.0
milli vanilli,i'm gonna miss you,,,False,,2094,0.0,0.0,0.0
milos karadaglic,let it be,,,False,,2095,0.0,0.0,0.0
mimi and richard farina,pack up your sorrows,,,False,,2096,0.0,0.0,0.0
mims,this is why i'm hot - album version (edited),,,False,,2097,0.0,0.0,0.0
minnie riperton,lovin' you,,,False,,2098,0.0,0.0,0.0
minutemen,cohesion,,,False,,2099,0.0,0.0,0.0
missy and blonde,otw - acoustic version,,,False,,2100,0.0,0.0,0.0
missy and blonde,pumped up kicks - acoustic version,,,False,,2101,0.0,0.0,0.0
monica,angel of mine,,,False,,2115,0.0,0.0,0.0
missy and blonde,something just like this - acoustic,,,False,,2103,0.0,0.0,0.0
missy and blonde,stay,,,False,,2104,0.0,0.0,0.0
missy and blonde,swalla - acoustic version,,,False,,2105,0.0,0.0,0.0
missy elliott,get ur freak on,,,False,,2106,0.0,0.0,0.0
missy elliott,lose control,,,False,,2107,0.0,0.0,0.0
missy elliott,work it,,,False,,2108,0.0,0.0,0.0
mkto,classic,,,False,,2109,0.0,0.0,0.0
molly hatchet,flirtin' with disaster,,,False,,2111,0.0,0.0,0.0
motley crue,shout at the devil,,,False,,2112,0.0,0.0,0.0
molly parden,fall at your feet,,,False,,2113,0.0,0.0,0.0
molly parden,landslide,,,False,,2114,0.0,0.0,0.0
missy and blonde,silent night,,,False,,2102,0.0,0.0,0.0
the verve,lucky man,,,False,,3095,0.0,0.0,0.0
the verve,sonnet,,,False,,3096,0.0,0.0,0.0
the verve,the drugs don't work,,,False,,3097,0.0,0.0,0.0
