spot_artists,spot_song_name,other_artists,other_song_name,match_found,other_index,spot_index,best_match_score,best_match_artist_match_pct,best_match_name_match_pct
onerepublic,counting stars,onerepublic,counting stars,True,20075.0,2232,100.0,100.0,100.0
one direction,what makes you beautiful,one direction,what makes you beautiful,True,20069.0,2230,100.0,100.0,100.0
one direction,story of my life,one direction,story of my life,True,20066.0,2229,100.0,100.0,100.0
one direction,perfect,one direction,perfect,True,20061.0,2228,100.0,100.0,100.0
one direction,drag me down,one direction,drag me down,True,20047.0,2226,100.0,100.0,100.0
dolly parton,here you come again,dolly parton,here you come again,True,7379.0,814,100.0,100.0,100.0
dolly parton,9 to 5,dolly parton,9 to 5,True,7374.0,813,100.0,100.0,100.0
maroon 5,love somebody,maroon 5,love somebody,True,17706.0,812,100.0,100.0,100.0
doja cat,say so,doja cat,say so,True,7363.0,811,100.0,100.0,100.0
doja cat,paint the town red,doja cat,paint the town red,True,7362.0,810,100.0,100.0,100.0
doja cat,kiss me more,doja cat,kiss me more,True,7359.0,809,100.0,100.0,100.0
dobie gray,drift away,dobie gray,drift away,True,7334.0,806,100.0,100.0,100.0
dnce,cake by the ocean,dnce,cake by the ocean,True,7329.0,805,100.0,100.0,100.0
dr. dre,"nuthin' but a ""g"" thang",dr. dre,"nuthin' but a ""g"" thang",True,7637.0,833,100.0,100.0,100.0
donovan,sunshine superman,donovan,sunshine superman,True,7588.0,830,100.0,100.0,100.0
donny osmond,go away little girl,donny osmond,go away little girl,True,7563.0,828,100.0,100.0,100.0
donna summer,hot stuff,donna summer,hot stuff,True,7502.0,826,100.0,100.0,100.0
donna summer,bad girls,donna summer,bad girls,True,7497.0,825,100.0,100.0,100.0
maroon 5,makes me wonder,maroon 5,makes me wonder,True,17707.0,820,100.0,100.0,100.0
omarion,post to be,omarion,post to be,True,20038.0,2224,100.0,100.0,100.0
olivia rodrigo,vampire,olivia rodrigo,vampire,True,20028.0,2223,100.0,100.0,100.0
olivia rodrigo,good 4 u,olivia rodrigo,good 4 u,True,20012.0,2222,100.0,100.0,100.0
olivia rodrigo,drivers license,olivia rodrigo,drivers license,True,20007.0,2221,100.0,100.0,100.0
olivia rodrigo,deja vu,olivia rodrigo,deja vu,True,20006.0,2220,100.0,100.0,100.0
olivia newton-john,physical,olivia newton-john,physical,True,19987.0,2219,100.0,100.0,100.0
olivia newton-john,magic,olivia newton-john,magic,True,19984.0,2218,100.0,100.0,100.0
olivia newton-john,have you never been mellow,olivia newton-john,have you never been mellow,True,19972.0,2216,100.0,100.0,100.0
oliver anthony music,rich men north of richmond,oliver anthony music,rich men north of richmond,True,19961.0,2215,100.0,100.0,100.0
ohio players,love rollercoaster,ohio players,love rollercoaster,True,19928.0,2214,100.0,100.0,100.0
ohio players,fire,ohio players,fire,True,19923.0,2213,100.0,100.0,100.0
drake,jimmy cooks,drake,jimmy cooks,True,7772.0,848,100.0,100.0,100.0
drake,in my feelings,drake,in my feelings,True,7768.0,847,100.0,100.0,100.0
drake,hotline bling,drake,hotline bling,True,7758.0,846,100.0,100.0,100.0
drake,"hold on, we're going home",drake,"hold on, we're going home",True,7757.0,845,100.0,100.0,100.0
gordon lightfoot,if you could read my mind,gordon lightfoot,if you could read my mind,True,10965.0,844,100.0,100.0,100.0
drake,headlines,drake,headlines,True,7756.0,843,100.0,100.0,100.0
drake,god's plan,drake,god's plan,True,7752.0,842,100.0,100.0,100.0
drake,forever,drake,forever,True,7740.0,841,100.0,100.0,100.0
drake,first person shooter,drake,first person shooter,True,7738.0,840,100.0,100.0,100.0
drake,find your love,drake,find your love,True,7734.0,839,100.0,100.0,100.0
drake,fake love,drake,fake love,True,7727.0,838,100.0,100.0,100.0
drake,best i ever had,drake,best i ever had,True,7694.0,836,100.0,100.0,100.0
nirvana,smells like teen spirit,nirvana,smells like teen spirit,True,19773.0,2197,100.0,100.0,100.0
nino tempo and april stevens,deep purple,nino tempo and april stevens,deep purple,True,19757.0,2192,100.0,100.0,100.0
nico and vinz,am i wrong,nico and vinz,am i wrong,True,19692.0,2190,100.0,100.0,100.0
nicki minaj,super freaky girl,nicki minaj,super freaky girl,True,19672.0,2188,100.0,100.0,100.0
nicki minaj,super bass,nicki minaj,super bass,True,19671.0,2187,100.0,100.0,100.0
nicki minaj,starships,nicki minaj,starships,True,19669.0,2186,100.0,100.0,100.0
nicki minaj,only,nicki minaj,only,True,19654.0,2185,100.0,100.0,100.0
nicki minaj,moment 4 life,nicki minaj,moment 4 life,True,19651.0,2184,100.0,100.0,100.0
nicki minaj,anaconda,nicki minaj,anaconda,True,19621.0,2183,100.0,100.0,100.0
nickelback,photograph,nickelback,photograph,True,19611.0,2181,100.0,100.0,100.0
nickelback,how you remind me,nickelback,how you remind me,True,19605.0,2180,100.0,100.0,100.0
nick jonas,jealous,nick jonas,jealous,True,19592.0,2178,100.0,100.0,100.0
dua lipa,don't start now,dua lipa,don't start now,True,7932.0,865,100.0,100.0,100.0
drake,what's next,drake,what's next,True,7876.0,862,100.0,100.0,100.0
drake,toosie slide,drake,toosie slide,True,7860.0,860,100.0,100.0,100.0
drake,too good,drake,too good,True,7858.0,859,100.0,100.0,100.0
drake,the motto,drake,the motto,True,7853.0,858,100.0,100.0,100.0
drake,take care,drake,take care,True,7846.0,857,100.0,100.0,100.0
drake,started from the bottom,drake,started from the bottom,True,7838.0,856,100.0,100.0,100.0
drake,slime you out,drake,slime you out,True,7836.0,855,100.0,100.0,100.0
drake,one dance,drake,one dance,True,7807.0,854,100.0,100.0,100.0
drake,nonstop,drake,nonstop,True,7802.0,853,100.0,100.0,100.0
drake,nice for what,drake,nice for what,True,7798.0,852,100.0,100.0,100.0
drake,laugh now cry later,drake,laugh now cry later,True,7780.0,850,100.0,100.0,100.0
eagle-eye cherry,save tonight,eagle-eye cherry,save tonight,True,8061.0,874,100.0,100.0,100.0
duran duran,a view to a kill,duran duran,a view to a kill,True,7982.0,869,100.0,100.0,100.0
dua lipa,new rules,dua lipa,new rules,True,7938.0,867,100.0,100.0,100.0
nick gilder,hot child in the city,nick gilder,hot child in the city,True,19586.0,2177,100.0,100.0,100.0
niall horan,slow hands,niall horan,slow hands,True,19575.0,2175,100.0,100.0,100.0
nf,let you down,nf,let you down,True,19560.0,2174,100.0,100.0,100.0
next,too close,next,too close,True,19554.0,2173,100.0,100.0,100.0
new kids on the block,step by step,new kids on the block,step by step,True,19527.0,2170,100.0,100.0,100.0
new kids on the block,i'll be loving you (forever),new kids on the block,i'll be loving you (forever),True,19524.0,2169,100.0,100.0,100.0
new kids on the block,hangin' tough,new kids on the block,hangin' tough,True,19523.0,2168,100.0,100.0,100.0
neon trees,everybody talks,neon trees,everybody talks,True,19484.0,2166,100.0,100.0,100.0
neon trees,animal,neon trees,animal,True,19483.0,2165,100.0,100.0,100.0
nelly,ride wit me,nelly,ride wit me,True,19454.0,2162,100.0,100.0,100.0
ed sheeran,don't,ed sheeran,don't,True,8163.0,896,100.0,100.0,100.0
ed sheeran,castle on the hill,ed sheeran,castle on the hill,True,8159.0,895,100.0,100.0,100.0
ed sheeran,beautiful people,ed sheeran,beautiful people,True,8157.0,893,100.0,100.0,100.0
nelly,just a dream,nelly,just a dream,True,19446.0,2161,100.0,100.0,100.0
nelly,hot in herre,nelly,hot in herre,True,19445.0,2160,100.0,100.0,100.0
nelly,grillz,nelly,grillz,True,19443.0,2159,100.0,100.0,100.0
nelly,e.i.,nelly,e.i.,True,19440.0,2158,100.0,100.0,100.0
nelly,dilemma,nelly,dilemma,True,19439.0,2157,100.0,100.0,100.0
nelly,air force ones,nelly,air force ones,True,19436.0,2155,100.0,100.0,100.0
neil young,heart of gold,neil young,heart of gold,True,19421.0,2153,100.0,100.0,100.0
neil sedaka,laughter in the rain,neil sedaka,laughter in the rain,True,19400.0,2152,100.0,100.0,100.0
neil sedaka,breaking up is hard to do,neil sedaka,breaking up is hard to do,True,19395.0,2151,100.0,100.0,100.0
neil sedaka,bad blood,neil sedaka,bad blood,True,19393.0,2150,100.0,100.0,100.0
neil diamond,song sung blue,neil diamond,song sung blue,True,19375.0,2148,100.0,100.0,100.0
neil diamond,cracklin' rosie,neil diamond,cracklin' rosie,True,19345.0,2147,100.0,100.0,100.0
ne-yo,so sick,ne-yo,so sick,True,19327.0,2146,100.0,100.0,100.0
electric light orchestra,don't bring me down,electric light orchestra,don't bring me down,True,8377.0,911,100.0,100.0,100.0
edwin starr,war,edwin starr,war,True,8347.0,910,100.0,100.0,100.0
eddie rabbitt,i love a rainy night,eddie rabbitt,i love a rainy night,True,8278.0,907,100.0,100.0,100.0
eddie money,take me home tonight,eddie money,take me home tonight,True,8263.0,905,100.0,100.0,100.0
ed sheeran,thinking out loud,ed sheeran,thinking out loud,True,8186.0,902,100.0,100.0,100.0
ed sheeran,shape of you,ed sheeran,shape of you,True,8179.0,900,100.0,100.0,100.0
ed sheeran,photograph,ed sheeran,photograph,True,8177.0,899,100.0,100.0,100.0
ed sheeran,perfect,ed sheeran,perfect,True,8176.0,898,100.0,100.0,100.0
natasha bedingfield,unwritten,natasha bedingfield,unwritten,True,19271.0,2145,100.0,100.0,100.0
natalie la rose,somebody,natalie la rose,somebody,True,19260.0,2144,100.0,100.0,100.0
nancy sinatra,these boots are made for walkin',nancy sinatra,these boots are made for walkin',True,19154.0,2137,100.0,100.0,100.0
mystikal,danger (been so long),mystikal,danger (been so long),True,19122.0,2134,100.0,100.0,100.0
mr. mister,broken wings,mr. mister,broken wings,True,19042.0,2125,100.0,100.0,100.0
mr. big,to be with you,mr. big,to be with you,True,19038.0,2124,100.0,100.0,100.0
motley crue,"girls, girls, girls",motley crue,"girls, girls, girls",True,19013.0,2121,100.0,100.0,100.0
motley crue,dr. feelgood,motley crue,dr. feelgood,True,19012.0,2120,100.0,100.0,100.0
morgan wallen,last night,morgan wallen,last night,True,18963.0,2119,100.0,100.0,100.0
montell jordan,this is how we do it,montell jordan,this is how we do it,True,18911.0,2118,100.0,100.0,100.0
monica,the first night,monica,the first night,True,18894.0,2116,100.0,100.0,100.0
monica,angel of mine,monica,angel of mine,True,18884.0,2115,100.0,100.0,100.0
elton john,crocodile rock,elton john,crocodile rock,True,8455.0,928,100.0,100.0,100.0
ellie goulding,burn,ellie goulding,burn,True,8424.0,921,100.0,100.0,100.0
elle king,ex's & oh's,elle king,ex's & oh's,True,8419.0,920,100.0,100.0,100.0
ella mai,trip,ella mai,trip,True,8417.0,919,100.0,100.0,100.0
ella mai,boo'd up,ella mai,boo'd up,True,8414.0,918,100.0,100.0,100.0
electric light orchestra,strange magic,electric light orchestra,strange magic,True,8390.0,914,100.0,100.0,100.0
mkto,classic,mkto,classic,True,18824.0,2109,100.0,100.0,100.0
missy elliott,lose control,missy elliott,lose control,True,18788.0,2107,100.0,100.0,100.0
minnie riperton,lovin' you,minnie riperton,lovin' you,True,18727.0,2098,100.0,100.0,100.0
milli vanilli,girl you know it's true,milli vanilli,girl you know it's true,True,18707.0,2093,100.0,100.0,100.0
milli vanilli,blame it on the rain,milli vanilli,blame it on the rain,True,18705.0,2092,100.0,100.0,100.0
milli vanilli,baby don't forget my number,milli vanilli,baby don't forget my number,True,18704.0,2091,100.0,100.0,100.0
miley cyrus,wrecking ball,miley cyrus,wrecking ball,True,18698.0,2087,100.0,100.0,100.0
miley cyrus,we can't stop,miley cyrus,we can't stop,True,18696.0,2086,100.0,100.0,100.0
miley cyrus,party in the u.s.a.,miley cyrus,party in the u.s.a.,True,18684.0,2085,100.0,100.0,100.0
miley cyrus,flowers,miley cyrus,flowers,True,18676.0,2084,100.0,100.0,100.0
mike will made-it,23,mike will made-it,23,True,18665.0,2083,100.0,100.0,100.0
elvis presley,burning love,elvis presley,burning love,True,8523.0,941,100.0,100.0,100.0
elton john,your song,elton john,your song,True,8498.0,937,100.0,100.0,100.0
elton john,lucy in the sky with diamonds,elton john,lucy in the sky with diamonds,True,8474.0,932,100.0,100.0,100.0
elton john,island girl,elton john,island girl,True,8470.0,931,100.0,100.0,100.0
elton john,i'm still standing,elton john,i'm still standing,True,8468.0,930,100.0,100.0,100.0
migos,motorsport,migos,motorsport,True,18608.0,2074,100.0,100.0,100.0
migos,bad and boujee,migos,bad and boujee,True,18591.0,2073,100.0,100.0,100.0
michael sembello,maniac,michael sembello,maniac,True,18521.0,2071,100.0,100.0,100.0
michael jackson,you are not alone,michael jackson,you are not alone,True,18479.0,2070,100.0,100.0,100.0
michael jackson,thriller,michael jackson,thriller,True,18473.0,2069,100.0,100.0,100.0
eminem,sing for the moment,eminem,sing for the moment,True,8690.0,961,100.0,100.0,100.0
eminem,shake that,eminem,shake that,True,8689.0,960,100.0,100.0,100.0
eminem,rap god,eminem,rap god,True,8687.0,959,100.0,100.0,100.0
eminem,not afraid,eminem,not afraid,True,8682.0,958,100.0,100.0,100.0
eminem,mockingbird,eminem,mockingbird,True,8676.0,957,100.0,100.0,100.0
eminem,love the way you lie,eminem,love the way you lie,True,8673.0,955,100.0,100.0,100.0
eminem,lose yourself,eminem,lose yourself,True,8672.0,954,100.0,100.0,100.0
eminem,just lose it,eminem,just lose it,True,8664.0,952,100.0,100.0,100.0
eminem,crack a bottle,eminem,crack a bottle,True,8650.0,950,100.0,100.0,100.0
emf,unbelievable,emf,unbelievable,True,8638.0,948,100.0,100.0,100.0
elvis presley,suspicious minds,elvis presley,suspicious minds,True,8557.0,946,100.0,100.0,100.0
michael jackson,remember the time,michael jackson,remember the time,True,18464.0,2064,100.0,100.0,100.0
michael jackson,off the wall,michael jackson,off the wall,True,18460.0,2063,100.0,100.0,100.0
michael jackson,don't stop 'til you get enough,michael jackson,don't stop 'til you get enough,True,18450.0,2060,100.0,100.0,100.0
michael jackson,billie jean,michael jackson,billie jean,True,18445.0,2057,100.0,100.0,100.0
michael jackson,beat it,michael jackson,beat it,True,18443.0,2055,100.0,100.0,100.0
michael jackson,bad,michael jackson,bad,True,18442.0,2054,100.0,100.0,100.0
enrique iglesias,i like it,enrique iglesias,i like it,True,8790.0,975,100.0,100.0,100.0
enrique iglesias,be with you,enrique iglesias,be with you,True,8779.0,974,100.0,100.0,100.0
enrique iglesias,bailamos,enrique iglesias,bailamos,True,8777.0,972,100.0,100.0,100.0
eminem,you don't know,eminem,you don't know,True,8710.0,968,100.0,100.0,100.0
eminem,without me,eminem,without me,True,8708.0,967,100.0,100.0,100.0
eminem,the real slim shady,eminem,the real slim shady,True,8698.0,964,100.0,100.0,100.0
eminem,the monster,eminem,the monster,True,8697.0,963,100.0,100.0,100.0
paul young,everytime you go away,paul young,everytime you go away,True,20648.0,2049,100.0,100.0,100.0
michael bolton,when a man loves a woman,michael bolton,when a man loves a woman,True,18417.0,2048,100.0,100.0,100.0
michael bolton,how am i supposed to live without you,michael bolton,how am i supposed to live without you,True,18407.0,2047,100.0,100.0,100.0
mfsb,tsop (the sound of philadelphia),mfsb,tsop (the sound of philadelphia),True,18390.0,2042,100.0,100.0,100.0
men at work,who can it be now?,men at work,who can it be now?,True,18297.0,2036,100.0,100.0,100.0
men at work,down under,men at work,down under,True,18292.0,2035,100.0,100.0,100.0
melanie,brand new key,melanie,brand new key,True,18244.0,2033,100.0,100.0,100.0
meghan trainor,lips are movin,meghan trainor,lips are movin,True,18223.0,2032,100.0,100.0,100.0
meghan trainor,like i'm gonna lose you,meghan trainor,like i'm gonna lose you,True,18222.0,2031,100.0,100.0,100.0
meghan trainor,all about that bass,meghan trainor,all about that bass,True,18219.0,2030,100.0,100.0,100.0
megan thee stallion,hiss,megan thee stallion,hiss,True,18208.0,2028,100.0,100.0,100.0
meek mill,going bad,meek mill,going bad,True,18152.0,2019,100.0,100.0,100.0
meco,star wars theme/cantina band,meco,star wars theme/cantina band,True,18134.0,2018,100.0,100.0,100.0
eve,let me blow ya mind,eve,let me blow ya mind,True,9007.0,989,100.0,100.0,100.0
evanescence,bring me to life,evanescence,bring me to life,True,9000.0,988,100.0,100.0,100.0
europe,the final countdown,europe,the final countdown,True,8983.0,986,100.0,100.0,100.0
eric clapton,i shot the sheriff,eric clapton,i shot the sheriff,True,8875.0,981,100.0,100.0,100.0
eric carmen,make me lose control,eric carmen,make me lose control,True,8838.0,979,100.0,100.0,100.0
matthew wilder,break my stride,matthew wilder,break my stride,True,18041.0,2007,100.0,100.0,100.0
p!nk,so what,p!nk,so what,True,20215.0,2002,100.0,100.0,100.0
matchbox twenty,bent,matchbox twenty,bent,True,18013.0,1997,100.0,100.0,100.0
mary wells,my guy,mary wells,my guy,True,17970.0,1994,100.0,100.0,100.0
mary macgregor,torn between two lovers,mary macgregor,torn between two lovers,True,17957.0,1993,100.0,100.0,100.0
mary j. blige,family affair,mary j. blige,family affair,True,17920.0,1992,100.0,100.0,100.0
marvin gaye,sexual healing,marvin gaye,sexual healing,True,17872.0,1990,100.0,100.0,100.0
marvin gaye,let's get it on,marvin gaye,let's get it on,True,17866.0,1989,100.0,100.0,100.0
marvin gaye,i heard it through the grapevine,marvin gaye,i heard it through the grapevine,True,17861.0,1988,100.0,100.0,100.0
p!nk,raise your glass,p!nk,raise your glass,True,20214.0,1986,100.0,100.0,100.0
flo rida,wild ones,flo rida,wild ones,True,9457.0,1008,100.0,100.0,100.0
fat joe,what's luv?,fat joe,what's luv?,True,9216.0,1006,100.0,100.0,100.0
fantasia,i believe,fantasia,i believe,True,9178.0,1004,100.0,100.0,100.0
fall out boy,my songs know what you did in the dark (light em up),fall out boy,my songs know what you did in the dark (light em up),True,9157.0,1002,100.0,100.0,100.0
fall out boy,centuries,fall out boy,centuries,True,9150.0,1001,100.0,100.0,100.0
falco,rock me amadeus,falco,rock me amadeus,True,9144.0,1000,100.0,100.0,100.0
fabolous,can't let you go,fabolous,can't let you go,True,9089.0,997,100.0,100.0,100.0
extreme,more than words,extreme,more than words,True,9059.0,996,100.0,100.0,100.0
exile,kiss you all over,exile,kiss you all over,True,9043.0,994,100.0,100.0,100.0
marty robbins,el paso,marty robbins,el paso,True,17826.0,1984,100.0,100.0,100.0
martika,toy soldiers,martika,toy soldiers,True,17781.0,1978,100.0,100.0,100.0
maroon 5,this love,maroon 5,this love,True,17720.0,1973,100.0,100.0,100.0
maroon 5,sugar,maroon 5,sugar,True,17718.0,1972,100.0,100.0,100.0
maroon 5,she will be loved,maroon 5,she will be loved,True,17716.0,1971,100.0,100.0,100.0
maroon 5,payphone,maroon 5,payphone,True,17715.0,1970,100.0,100.0,100.0
fine young cannibals,she drives me crazy,fine young cannibals,she drives me crazy,True,9331.0,1022,100.0,100.0,100.0
fine young cannibals,good thing,fine young cannibals,good thing,True,9327.0,1021,100.0,100.0,100.0
florida georgia line,cruise,florida georgia line,cruise,True,9468.0,1020,100.0,100.0,100.0
fifth harmony,worth it,fifth harmony,worth it,True,9320.0,1018,100.0,100.0,100.0
fifth harmony,work from home,fifth harmony,work from home,True,9319.0,1017,100.0,100.0,100.0
fetty wap,trap queen,fetty wap,trap queen,True,9308.0,1016,100.0,100.0,100.0
fetty wap,679,fetty wap,679,True,9302.0,1015,100.0,100.0,100.0
fergie,london bridge,fergie,london bridge,True,9284.0,1014,100.0,100.0,100.0
fergie,glamorous,fergie,glamorous,True,9282.0,1013,100.0,100.0,100.0
fergie,fergalicious,fergie,fergalicious,True,9281.0,1012,100.0,100.0,100.0
maroon 5,one more night,maroon 5,one more night,True,17714.0,1969,100.0,100.0,100.0
maroon 5,moves like jagger,maroon 5,moves like jagger,True,17711.0,1968,100.0,100.0,100.0
maroon 5,don't wanna know,maroon 5,don't wanna know,True,17700.0,1966,100.0,100.0,100.0
maroon 5,daylight,maroon 5,daylight,True,17699.0,1965,100.0,100.0,100.0
maroon 5,animals,maroon 5,animals,True,17695.0,1964,100.0,100.0,100.0
marky mark and the funky bunch,good vibrations,marky mark and the funky bunch,good vibrations,True,17688.0,1963,100.0,100.0,100.0
mark dinning,teen angel,mark dinning,teen angel,True,17664.0,1960,100.0,100.0,100.0
mario,let me love you,mario,let me love you,True,17655.0,1959,100.0,100.0,100.0
mariah carey,vision of love,mariah carey,vision of love,True,17626.0,1957,100.0,100.0,100.0
mariah carey,touch my body,mariah carey,touch my body,True,17624.0,1956,100.0,100.0,100.0
mariah carey,thank god i found you,mariah carey,thank god i found you,True,17622.0,1955,100.0,100.0,100.0
mariah carey,someday,mariah carey,someday,True,17621.0,1954,100.0,100.0,100.0
flo rida,whistle,flo rida,whistle,True,9455.0,1041,100.0,100.0,100.0
flo rida,right round,flo rida,right round,True,9450.0,1040,100.0,100.0,100.0
flo rida,my house,flo rida,my house,True,9449.0,1039,100.0,100.0,100.0
flo rida,low,flo rida,low,True,9448.0,1038,100.0,100.0,100.0
flo rida,good feeling,flo rida,good feeling,True,9441.0,1037,100.0,100.0,100.0
flo rida,club can't handle me,flo rida,club can't handle me,True,9438.0,1035,100.0,100.0,100.0
fleetwood mac,gypsy,fleetwood mac,gypsy,True,9415.0,1029,100.0,100.0,100.0
frank sinatra,strangers in the night,frank sinatra,strangers in the night,True,9680.0,1057,100.0,100.0,100.0
four tops,reach out i'll be there,four tops,reach out i'll be there,True,9599.0,1053,100.0,100.0,100.0
foster the people,pumped up kicks,foster the people,pumped up kicks,True,9564.0,1051,100.0,100.0,100.0
mariah carey,my all,mariah carey,my all,True,17615.0,1952,100.0,100.0,100.0
mariah carey,love takes time,mariah carey,love takes time,True,17611.0,1951,100.0,100.0,100.0
mariah carey,i don't wanna cry,mariah carey,i don't wanna cry,True,17604.0,1949,100.0,100.0,100.0
mariah carey,honey,mariah carey,honey,True,17602.0,1948,100.0,100.0,100.0
mariah carey,hero,mariah carey,hero,True,17601.0,1947,100.0,100.0,100.0
mariah carey,heartbreaker,mariah carey,heartbreaker,True,17600.0,1946,100.0,100.0,100.0
mariah carey,fantasy,mariah carey,fantasy,True,17599.0,1945,100.0,100.0,100.0
mariah carey,emotions,mariah carey,emotions,True,17598.0,1944,100.0,100.0,100.0
mariah carey,dreamlover,mariah carey,dreamlover,True,17597.0,1943,100.0,100.0,100.0
mariah carey,always be my baby,mariah carey,always be my baby,True,17592.0,1941,100.0,100.0,100.0
mariah carey,all i want for christmas is you,mariah carey,all i want for christmas is you,True,17591.0,1940,100.0,100.0,100.0
manfred mann,do wah diddy diddy,manfred mann,do wah diddy diddy,True,17533.0,1933,100.0,100.0,100.0
major lazer,cold water,major lazer,cold water,True,17505.0,1928,100.0,100.0,100.0
magic!,rude,magic!,rude,True,17484.0,1925,100.0,100.0,100.0
madonna,who's that girl,madonna,who's that girl,True,17476.0,1924,100.0,100.0,100.0
madonna,vogue,madonna,vogue,True,17474.0,1923,100.0,100.0,100.0
madonna,this used to be my playground,madonna,this used to be my playground,True,17472.0,1922,100.0,100.0,100.0
french montana,unforgettable,french montana,unforgettable,True,9872.0,1071,100.0,100.0,100.0
freddy fender,before the next teardrop falls,freddy fender,before the next teardrop falls,True,9842.0,1070,100.0,100.0,100.0
freddie and the dreamers,i'm telling you now,freddie and the dreamers,i'm telling you now,True,9799.0,1069,100.0,100.0,100.0
frankie valli,my eyes adored you,frankie valli,my eyes adored you,True,9766.0,1062,100.0,100.0,100.0
frankie valli,can't take my eyes off you,frankie valli,can't take my eyes off you,True,9761.0,1060,100.0,100.0,100.0
frankie avalon,venus,frankie avalon,venus,True,9722.0,1059,100.0,100.0,100.0
madonna,take a bow,madonna,take a bow,True,17470.0,1921,100.0,100.0,100.0
madonna,papa don't preach,madonna,papa don't preach,True,17464.0,1920,100.0,100.0,100.0
madonna,open your heart,madonna,open your heart,True,17463.0,1919,100.0,100.0,100.0
madonna,music,madonna,music,True,17460.0,1918,100.0,100.0,100.0
madonna,material girl,madonna,material girl,True,17459.0,1917,100.0,100.0,100.0
madonna,live to tell,madonna,live to tell,True,17456.0,1916,100.0,100.0,100.0
madonna,like a virgin,madonna,like a virgin,True,17455.0,1915,100.0,100.0,100.0
madonna,like a prayer,madonna,like a prayer,True,17454.0,1914,100.0,100.0,100.0
madonna,justify my love,madonna,justify my love,True,17451.0,1913,100.0,100.0,100.0
madonna,crazy for you,madonna,crazy for you,True,17435.0,1912,100.0,100.0,100.0
madness,our house,madness,our house,True,17421.0,1911,100.0,100.0,100.0
macy gray,i try,macy gray,i try,True,17408.0,1908,100.0,100.0,100.0
macklemore and ryan lewis,thrift shop,macklemore and ryan lewis,thrift shop,True,17406.0,1907,100.0,100.0,100.0
macklemore and ryan lewis,same love,macklemore and ryan lewis,same love,True,17405.0,1906,100.0,100.0,100.0
g-eazy,no limit,g-eazy,no limit,True,10055.0,1086,100.0,100.0,100.0
future,wait for u,future,wait for u,True,10000.0,1082,100.0,100.0,100.0
future,mask off,future,mask off,True,9967.0,1081,100.0,100.0,100.0
future,like that,future,like that,True,9962.0,1079,100.0,100.0,100.0
future,life is good,future,life is good,True,9961.0,1078,100.0,100.0,100.0
fun.,we are young,fun.,we are young,True,9908.0,1077,100.0,100.0,100.0
fun.,some nights,fun.,some nights,True,9907.0,1076,100.0,100.0,100.0
gene chandler,duke of earl,gene chandler,duke of earl,True,10218.0,1096,100.0,100.0,100.0
gary lewis and the playboys,this diamond ring,gary lewis and the playboys,this diamond ring,True,10158.0,1090,100.0,100.0,100.0
mac davis,baby don't get hooked on me,mac davis,baby don't get hooked on me,True,17343.0,1902,100.0,100.0,100.0
m.i.a.,paper planes,m.i.a.,paper planes,True,17331.0,1900,100.0,100.0,100.0
lynyrd skynyrd,sweet home alabama,lynyrd skynyrd,sweet home alabama,True,17310.0,1898,100.0,100.0,100.0
lupe fiasco,the show goes on,lupe fiasco,the show goes on,True,17259.0,1895,100.0,100.0,100.0
lulu,to sir with love,lulu,to sir with love,True,17242.0,1894,100.0,100.0,100.0
lukas graham,7 years,lukas graham,7 years,True,17167.0,1893,100.0,100.0,100.0
ludacris,stand up,ludacris,stand up,True,17155.0,1890,100.0,100.0,100.0
ludacris,money maker,ludacris,money maker,True,17142.0,1889,100.0,100.0,100.0
ludacris,how low,ludacris,how low,True,17141.0,1888,100.0,100.0,100.0
lou rawls,you'll never find another love like mine,lou rawls,you'll never find another love like mine,True,17061.0,1878,100.0,100.0,100.0
lou bega,mambo no. 5 (a little bit of...),lou bega,mambo no. 5 (a little bit of...),True,17021.0,1876,100.0,100.0,100.0
los lobos,la bamba,los lobos,la bamba,True,17009.0,1872,100.0,100.0,100.0
lorne greene,ringo,lorne greene,ringo,True,16993.0,1870,100.0,100.0,100.0
lorde,team,lorde,team,True,16980.0,1869,100.0,100.0,100.0
lorde,royals,lorde,royals,True,16978.0,1868,100.0,100.0,100.0
looking glass,brandy (you're a fine girl),looking glass,brandy (you're a fine girl),True,16967.0,1866,100.0,100.0,100.0
lonestar,amazed,lonestar,amazed,True,16939.0,1865,100.0,100.0,100.0
londonbeat,i've been thinking about you,londonbeat,i've been thinking about you,True,16935.0,1864,100.0,100.0,100.0
logic,1-800-273-8255,logic,1-800-273-8255,True,16906.0,1863,100.0,100.0,100.0
ginuwine,pony,ginuwine,pony,True,10524.0,1120,100.0,100.0,100.0
ginuwine,differences,ginuwine,differences,True,10518.0,1119,100.0,100.0,100.0
gilbert o'sullivan,alone again (naturally),gilbert o'sullivan,alone again (naturally),True,10489.0,1118,100.0,100.0,100.0
gerry rafferty,right down the line,gerry rafferty,right down the line,True,10471.0,1116,100.0,100.0,100.0
grateful dead,touch of grey,grateful dead,touch of grey,True,11037.0,1114,100.0,100.0,100.0
george mccrae,rock your baby,george mccrae,rock your baby,True,10376.0,1106,100.0,100.0,100.0
lmfao,sexy and i know it,lmfao,sexy and i know it,True,16877.0,1804,100.0,100.0,100.0
lmfao,party rock anthem,lmfao,party rock anthem,True,16876.0,1803,100.0,100.0,100.0
lloyd price,stagger lee,lloyd price,stagger lee,True,16862.0,1802,100.0,100.0,100.0
